Company,Market,Region,Sector,Credit rating impact,COUNTRY_RISK_MARKET_RETURN,COUNTRY_RISK_PREMIUM,COUNTRY_RISK_RFR,EPS_GROWTH,GROSS_MARGIN,IS_INT_EXPENSE,OPER_MARGIN,RISK_PREMIUM,UNLEVERED_BETA,WACC,WACC_COST_DEBT,WACC_COST_EQUITY,Total E,Total S,Total G,EAQ,EFM,EWT,EHZ,EIM,SCR,SCW,SLB,SEW,SIM,GEX,GGV,GST,GTR,IS_INT_EXPENSE_log,GROSS_MARGIN_log
Rollins-Hall,Emerging Markets,EM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3274,0.0,0.0,0.0,0.0,11,9,12,2,2,2,3,2,1,2,3,2,1,3,3,3,3,0.0,0.0
"Bean, Schmitt and Bell",Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
Simmons LLC,Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2082,0.0,4.95,1.4081,14.9292,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,0.0,0.0
"Ramos, Nunez and Haynes",Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4139,0.0,5.7439,1.5616,16.1349,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,0.0,0.0
Jacobs-Taylor,Emerging Markets,EM - Asia,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,5.4286,2.2769,13.7189,11,14,12,2,2,2,3,2,3,3,3,1,4,3,3,3,3,0.0,0.0
Nguyen-Zhang,Emerging Markets,EM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,0.0,0.0,0.0,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
Turner-Scott,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.2126,2.821,13.7189,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,0.0,0.0
"Williams, Massey and Hayes",Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
"Patel, Ramos and Nguyen",Emerging Markets,EM - Asia,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6876,0.0,10.9552,8.2822,14.3236,14,12,12,3,3,3,3,2,2,1,3,3,3,3,3,3,3,0.0,0.0
Rose-Marshall,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2622,0.0,17.511,2.4612,17.9832,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3,0.0,0.0
"Wright, Reese and Wright",Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,6.9755,0.9082,10.018,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Mcintyre, Pena and Walls",Emerging Markets,EM - Asia,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2502,0.0,9.8063,9.2705,10.8862,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,0.0,0.0
"Beck, Valenzuela and Jackson",Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,0.0,0.0,0.0,10,10,12,2,1,1,3,3,1,3,3,2,1,3,3,3,3,0.0,0.0
Harper Inc,Emerging Markets,EM - Americas,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8672,0.0,17.7174,1.3339,29.9456,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3,0.0,0.0
Cooke-Lee,Emerging Markets,EM - Asia,Real Estate & Construction,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,6.759,0.0,10.7837,9.1771,13.055,10,10,12,2,1,1,3,3,1,3,3,2,1,3,3,3,3,0.0,0.0
Scott-Nichols,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.5635,1.1658,10.018,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,0.0,0.0
"Lee, Lin and Hardy",Emerging Markets,EM - Asia,Generic,1,14.111,6.4843,0.0,0.0,22.741,810.6102,14.6542,11.3928,0.0,6.1773,2.4396,14.111,11,14,12,2,2,2,3,2,3,3,3,1,4,3,3,3,3,6.699020175640059,3.167203511293531
Novak-Russell,Developed Markets,DM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,5.1306,0.9674,10.018,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,0.0,0.0
"Parker, Baker and Goodwin",Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,4.8467,1.2111,10.018,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,0.0,0.0
"Bailey, Smith and Mccarty",Developed Markets,DM - Americas,Natural Resources,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,15,13,13,3,3,3,3,3,3,1,3,3,3,3,3,4,3,3.5817674054173034,4.174964026616422
"Weaver, Scott and Bautista",Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,-10.7083,26.8391,41.272,8.2966,9.8709,1.5561,8.7417,1.1798,11.0097,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,3.744124928339915,3.3264415073574645
"Hoffman, Carroll and Perez",Developed Markets,DM - Asia,Natural Resources,0,11.0765,9.3122,1.7643,-53.2653,71.6777,90.873,101.4203,10.4354,-0.5583,9.9709,1.3104,11.4004,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,4.520407188588576,4.286034597457618
"Alexander, Nguyen and Fletcher",Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,0.0,0.0
Lee-Cunningham,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-33.3333,53.5628,8422.0,15.4283,8.0562,1.0299,6.001,1.2512,9.1934,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,9.038721338315364,3.9993523318664925
"Bell, Wallace and Adams",Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Lara Inc,Emerging Markets,EM - Americas,Natural Resources,1,14.3184,11.152,3.1665,0.0,0.0,117.1427,26.7058,8.771871254530812,0.0,7.045426157873541,1.4091,10.703224164317358,15,12,13,3,3,3,3,3,3,1,3,2,3,3,3,3,4,4.771893215858666,1.524660858987853
Cline Inc,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1556,0.0,2.6612,1.5829,10.8766,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Chandler-Hughes,Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.6083,1.4675,10.018,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
Kramer-Davis,Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,8.9464,7.2819,1.6646,0.0,0.0,0.0,0.0,11.9628,0.0,11.5199,1.234,13.1,10,14,12,1,2,2,3,2,3,4,3,1,3,3,3,3,3,0.0,0.0
"Miller, Webster and Williams",Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,7.7183,0.8101,12.9909,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
Scott-Duke,Emerging Markets,EM - Asia,Real Estate & Construction,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,12.0612,0.0,13.222,5.5963,18.3572,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
Houston-Graves,Developed Markets,DM - Asia,"Retail, Consumer & Healthcare",0,8.5869,8.6679,-0.081,0.0,0.0,0.0,0.0,11.0658,0.0,9.2482,0.1494,11.1468,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,0.0,0.0
Frank PLC,Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,9.0114,2.6549,13.7189,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
"Bradshaw, Kelly and Gibson",Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5112,0.0,0.0,0.0,0.0,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Martinez, Davis and Dean",Emerging Markets,EM - CEEMEA,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0976,0.0,3.0302,1.48,7.176,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3,0.0,0.0
"Moore, Lewis and Rocha",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0562,0.0,4.1473,1.4763,14.7772,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Duran, Kennedy and Hall",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,8.1909,3.1461,13.7189,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Cisneros Ltd,Emerging Markets,EM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Sherman LLC,Emerging Markets,EM - Americas,Real Estate & Construction,1,14.3184,11.152,3.1665,0.0,0.0,117.1427,26.7058,8.771871254530812,0.0,7.045426157873541,1.4091,10.703224164317358,9,12,13,1,1,1,3,3,1,3,3,2,3,3,3,3,4,4.771893215858666,1.524660858987853
Johns Ltd,Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,12,2,1,1,3,3,1,3,3,2,1,3,3,3,3,0.0,0.0
Barnes-Stevenson,Emerging Markets,EM - Americas,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,0.0,0.0,0.0,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3,0.0,0.0
"Chambers, Pierce and Cooke",Developed Markets,DM - Americas,Real Estate & Construction,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,9.103,0.0,9.3034,1.132,10.2402,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
"Robinson, Brown and Fisher",Developed Markets,DM - Americas,Natural Resources,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,9.103,0.0,9.3034,1.132,10.2402,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3,0.0,0.0
Hensley-Carr,Emerging Markets,EM - Asia,Natural Resources,1,14.111,10.801,3.31,0.0,43.5391,23.687,23.0074,11.3928,0.0,6.3083,1.9691,14.111,13,12,14,3,3,3,3,1,2,1,3,3,3,3,4,3,4,2.7032312762841455,3.7963674550691615
Duke Group,Developed Markets,DM - Americas,Natural Resources,0,8.4905,6.7147,1.7758,0.0,0.0,0.0,0.0,9.3034,0.0,9.0361,1.0977,10.4422,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Love-Green,Emerging Markets,EM - Americas,Natural Resources,1,11.2511,7.0413,4.2098,0.0,19.7928,37.884,0.1151,9.7748,2.6437,8.8294,5.338,13.9846,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3.6605828549588226,3.0346067729360464
"Weber, Conner and Bernard",Emerging Markets,EM - CEEMEA,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1865,0.0,5.5927,4.3166,16.7521,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3,0.0,0.0
Weeks-Gonzalez,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1473,0.0,5.8735,2.409,10.8683,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Martin-Rodriguez,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7298,0.0,3.8681,2.3907,9.4508,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Strickland-Roman,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,0.0,0.0,0.0,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Randall-Hill,Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4968,0.0,4.0046,1.9869,11.2818,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Dickson, Larson and Wood",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0527,0.0,8.5591,2.1865,11.7737,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Merritt-Hansen,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.2126,2.821,13.7189,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3,0.0,0.0
West Ltd,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5841,0.0,4.1118,2.5413,12.3051,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Thomas, Morrison and Wilson",Emerging Markets,EM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8381,0.0,8.1049,2.1877,12.5591,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,0.0,0.0
Rodriguez-Holmes,Emerging Markets,EM - CEEMEA,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.1739,1.0815,10.018,11,9,12,2,2,2,3,2,1,2,3,2,1,3,3,3,3,0.0,0.0
"Nixon, Vargas and Johnson",Emerging Markets,EM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7044,0.0,5.7829,1.4436,8.8416,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Ingram, Mays and Carrillo",Emerging Markets,EM - CEEMEA,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,8.2777,4.4646,10.018,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,0.0,0.0
Rice-Banks,Developed Markets,DM - Europe,Utilities,1,13.193,11.9161,1.2769,0.0,8.2502,182.5322,-14.0895,8.771871254530812,0.0,7.045426157873541,1.4091,10.703224164317358,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,5.212390128939602,2.2246451729122114
Conrad-Nunez,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,4.552,0.6257,10.018,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Mccullough-Singleton,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0083,0.0,6.6911,2.6161,13.7293,13,11,12,2,2,2,3,3,2,3,3,2,1,3,3,3,3,0.0,0.0
Moore LLC,Emerging Markets,EM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3274,0.0,8.8046,5.0684,13.6674,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Moore-Gomez,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,4.1646,1.645,10.018,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Hines-Lewis,Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4826,0.0,4.8441,0.5292,8.2476,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Vaughn, Frederick and Weaver",Emerging Markets,EM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3274,0.0,8.8046,5.0684,13.6674,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,0.0,0.0
Meyers Inc,Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8651,0.0,8.2886,0.6759,13.6301,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Hernandez-Thompson,Developed Markets,DM - Europe,Natural Resources,0,8.9564,7.2763,1.6801,0.0,0.0,0.0,0.0,9.3073,0.0,9.2952,1.123,10.4445,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Thompson-Paul,Developed Markets,DM - Americas,Natural Resources,0,9.0794,7.5833,1.4961,0.0,0.0,0.0,0.0,5.4556,0.0,5.2439,1.2605,6.5928,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Boyd-Sanchez,Developed Markets,DM - Europe,Natural Resources,0,10.6947,10.2269,0.4678,83.0286,0.0,0.0,8.9668,14.2264,0.0,6.8733,1.0989,15.4474,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Larson, White and Baker",Developed Markets,DM - Americas,Utilities,0,8.6985,7.0075,1.691,0.0,0.0,0.0,0.0,10.4439,0.0,5.8583,1.5617,11.5794,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"David, Pham and Hudson",Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,-5.7798,0.0,1824.0,14.0603,7.0262,0.0,6.18,2.3027,8.9437,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,7.509335266016592,1.524660858987853
Conrad-Huber,Developed Markets,DM - Americas,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,5.7366,1.1304,10.018,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.0,0.0
"Hayes, Joseph and Richardson",Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,5.3092,0.7695,10.018,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,0.0,0.0
Anderson-Brooks,Emerging Markets,EM - Asia,Utilities,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,7.0252,0.0,11.0216,9.1259,13.3212,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Dennis, Dougherty and Becker",Developed Markets,DM - Americas,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.4572,1.3783,10.018,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.0,0.0
Evans-Allen,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,6.8049,0.9071,10.018,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Bruce, Murphy and Moon",Developed Markets,DM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.6418,1.3861,10.018,9,9,12,1,1,2,3,2,1,3,3,1,1,3,3,3,3,0.0,0.0
Evans Inc,Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0718,0.0,1.847,1.6493,9.2858,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Moore, Dillon and Lopez",Developed Markets,DM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.8248,1.7499,10.018,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3,0.0,0.0
Jordan-Cox,Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.5757,1.0897,10.018,11,9,12,2,2,2,3,2,1,2,3,2,1,3,3,3,3,0.0,0.0
"Harris, Ashley and Smith",Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,4.8332,1.2394,10.018,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
"Morrison, Phillips and Archer",Developed Markets,DM - Americas,Real Estate & Construction,1,10.7096,8.0254,2.6842,71.9407,50.99,23.687,7.6492,3.6199,0.0,5.1758,4.7144,6.3041,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,2.7032312762841455,3.9510513923956245
Mccullough-Martinez,Emerging Markets,EM - Americas,Real Estate & Construction,1,14.3184,11.152,3.1665,-91.4837,26.6237,253.139,6.1603,11.152,0.0,9.8603,4.4298,14.3184,10,10,12,2,1,1,3,3,1,3,3,2,1,3,3,3,3,5.537881361429582,3.3186740999070863
"Cook, Jones and Wallace",Developed Markets,DM - Americas,Utilities,1,10.7096,8.0254,2.6842,0.0,57.1327,673.0,-3.2194,8.0254,0.0,7.0746,3.6909,10.7096,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,6.513230110912307,4.062728328252011
Williams-Cole,Developed Markets,DM - Europe,Utilities,0,8.78,8.6622,0.1178,0.0,22.4789,331.3684,1.4128,8.5442,0.3451,3.9633,0.2909,8.8982,16,14,12,4,4,2,3,3,3,3,3,2,3,3,3,3,3,5.806243992276898,3.1561021454808746
Freeman-Gonzalez,Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,20.5624,61.3902,33.589,36.0979,7.0864,0.4841,7.5755,3.9862,8.2236,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3.5435357124415514,4.133408211759487
"Robinson, Turner and Holmes",Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,15.847,0.0,7.5416,0.5827,16.643,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Rogers-Herman,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,13.091,0.0,6.2425,1.0574,13.887,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Rice-Hanson,Developed Markets,DM - Europe,Industrials & Transportation,0,10.8517,10.3634,0.4882,0.0,0.0,0.0,0.0,13.1348,0.0,12.5598,0.7572,13.9308,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3,0.0,0.0
"Murray, Rollins and Wright",Developed Markets,DM - Europe,Natural Resources,0,11.5644,10.4059,1.1585,0.0,0.0,0.0,0.0,9.4934,0.0,6.0111,0.8489,10.2894,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Leblanc LLC,Emerging Markets,EM - Asia,Utilities,1,11.909,4.5102,7.3988,20.6016,0.0,573.8918,3.0211,6.479,0.0,10.6963,6.7264,13.8779,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,6.354181849177375,1.524660858987853
"Hobbs, Caldwell and Cortez",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,9.0057,620.0,7.5753,12.9327,3.3741,9.449,0.7137,14.0715,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,6.431331081933479,2.3031549306057504
Cunningham-Ali,Developed Markets,DM - Europe,Utilities,1,12.3352,10.9847,1.3505,0.0,96.3209,70.0508,52.5516,10.9847,0.0,5.8312,0.8121,12.3352,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,4.263395114156004,4.578013765714731
Phelps LLC,Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,0.0,35.4249,609.0,15.8062,8.8792,0.0,3.1104,1.5754,10.018,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,6.413458957167357,3.595252606710307
Sandoval-Burke,Emerging Markets,EM - Americas,Services & Communications,1,14.3184,11.152,3.1665,-36.465,49.0387,65.2358,17.1462,11.6282,3.8099,12.392,3.8104,14.7946,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,4.19322110226967,3.912796706044618
"Hughes, Davis and Parrish",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.345749466107898,0.0
Mayer-Ramirez,Emerging Markets,EM - Americas,Real Estate & Construction,1,13.1911,6.4843,0.0,0.0,21.7658,334.87,4.6258,8.403,0.0,7.0526,2.5736,13.1911,9,12,13,1,1,1,3,3,1,3,3,2,3,3,4,3,3,5.81672418033434,3.1252594098341278
Evans-Gilmore,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,15.847,0.0,7.5416,0.5827,16.643,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Spencer-Sharp,Emerging Markets,EM - Asia,Utilities,1,14.111,10.801,3.31,0.0,43.5391,23.687,23.0074,11.3928,0.0,6.3083,1.9691,14.111,9,14,14,1,2,1,2,3,3,3,3,2,3,3,4,3,4,2.7032312762841455,3.7963674550691615
Reeves Ltd,Developed Markets,DM - Europe,Natural Resources,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,11.3137,0.0,7.1192,1.0992,12.1097,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3,0.0,0.0
Martin-Lewis,Developed Markets,DM - Americas,Utilities,0,8.9464,7.2819,1.6646,0.0,0.0,0.0,0.0,6.5906,0.0,5.3555,1.182,7.7311,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Webb Group,Developed Markets,DM - Europe,Utilities,0,11.3749,10.2326,1.1423,0.0,0.0,0.0,0.0,11.3124,0.0,7.7456,1.1095,12.1084,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Russo-Herrera,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,12.1949,0.0,7.2309,0.9455,12.9909,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
